Id,Sentence,Answer,Avg_MSE,Type
dkMSq6,"The performer raises the baton higher while the camera zooms in slightly, then transitions into a jump to the right while holding the baton.","[2, 3, 4, 1]",2144.821,Scene Cut
bRt17N,"The barbell lifts from the floor to waist height as the camera zooms out, then the person squats under a barbell while the trainer approaches, and a resistance band appears around the person’s waist for support.","[3, 2, 1, 4]",5217.1333,Scene Cut
AGi04h,"The player's legs move out of frame as the iSPORT logo appears, then the performer runs across the stage, lowering gracefully to the floor while maintaining forward motion.","[2, 1, 4, 3]",26208.275,Scene Cut
Bcu5Dd,"The brush moves out as the feeding container approaches the horse's mouth; simultaneously, the sponge shifts from the faucet to the sink, while the hand with a yellow glove moves right to place the sponge down.","[1, 4, 2, 3]",7709.6333,Scene Cut
FEhcsj,"The tool rotates counter-clockwise in the hand as the camera zooms in slightly, then pans left to reveal an iron replacing the green substance, focusing on a ski being ironed.","[2, 4, 3, 1]",6384.264,Scene Cut
9OkhTp,"The artist finishes painting a pink flower on the arm, transitioning to a screen with a website link, followed by ""Thanks for watching!"" text, which disappears as the screen fades to black.","[4, 3, 2, 1]",630.1699,Fine-grained
hS3Nth,"The skier turns away and glides onto a rail, then skiers descend a slope and recede into the distance as the camera tilts upward, revealing a snowy landscape and distant mountains.","[3, 1, 2, 4]",5400.93,Scene Cut
s9eW2E,"The man transitions from standing to sitting on a couch while eating a sandwich, then the scene shifts to him and a child adding decorations to a pumpkin as it slightly shifts right.","[2, 1, 4, 3]",5066.738,Scene Cut
DurcYx,"The pumpkin moves closer and rotates slightly right as detailed carving progresses, then shifts upward as it is lifted for inspection.","[3, 4, 1, 2]",7048.467,Scene Cut
eEx31z,"The skier descends the slope, navigating through trees and bumps, then enters a clearing, gliding down the snowy path surrounded by trees as the camera tilts slightly.","[1, 3, 4, 2]",11089.349,Scene Cut
26c2MG,"The player moves left towards another player with a racquet as the camera pans slightly, then a man in a gray shirt lowers his arm, rotates counter-clockwise to face the camera, and points upwards.","[1, 4, 2, 3]",5867.0493,Scene Cut
ODSP72,"The musician plays the flute as the camera zooms out to reveal more of the room and audience, then a person with a book enters, placing it on the table as two people begin mixing ingredients.","[2, 4, 3, 1]",5623.315,Scene Cut
4TGJsM,"A match moves from above the foil to resting on the table, then the camera tilts up from a fire pit to reveal a hand sanitizer bottle in the foreground.","[3, 2, 1, 4]",6779.9995,Scene Cut
c3YllF,"The wrapped box is lifted and rotated vertically as the person smiles, then the camera shifts to a table filled with various presents as the wrapped gift exits the frame.","[1, 2, 4, 3]",5851.287,Scene Cut
5RmnHq,"The blue car's front shifts left as the camera pans right, revealing a person smiling nearby; then, snow is cleared from another car's rear, which moves forward through a snowy intersection as the camera shifts inside the vehicle.","[4, 3, 2, 1]",4666.6772,Scene Cut
HznhUX,"The camera zooms out from a close-up of the boot being brushed to reveal more of the scene, then transitions to a person removing drawer covering and beginning to paint the front of a cabinet.","[3, 4, 1, 2]",5513.939,Scene Cut
FXjubw,"The group of men in blue uniforms turns and walks away from the camera in a line, while drummers raise their sticks and move forward, spreading out as the camera slightly zooms out.","[2, 3, 1, 4]",10993.82,Scene Cut
COfcRg,"The hand leaves the sink area as text appears, then the detergent bottle exits the scene while the person gestures with an open hand, and the camera tilts slightly upward.","[4, 3, 2, 1]",4233.69,Scene Cut
MIQDfB,"The pumpkin shifts from the man's head to the woman's hands as she moves left, then a hand lowers to reveal a face, and a pen is lifted near the face for makeup application.","[1, 4, 3, 2]",9043.167,Scene Cut
oypvTx,"A woman transitions from standing on the sand to crouching on a surfboard in the water, then a hand moves from holding a towel to touching the water as the camera tilts downward.","[2, 3, 4, 1]",4344.7207,Scene Cut
0E8q48,"The dog moves left toward the water spray as the camera pans slightly left, then the tool transitions from a close-up on the ceiling to being held by a person smoothing the surface, as the camera zooms out.","[3, 4, 2, 1]",4202.869,Scene Cut
X93SWP,"A rider interacts with a horse outdoors before it peers from a stall, then another rider on a brown horse moves away from the camera towards the far side of an indoor arena.","[2, 3, 4, 1]",8638.708,Scene Cut
sXR586,"The player steps back from the pool table as the cue ball moves slightly right, transitioning to another man preparing to shoot pool, before the scene fades to a dark screen with text.","[3, 2, 4, 1]",5894.3228,Scene Cut
EoCdSG,"The group exits the snowy path as the screen transitions to blue credits; then, a person moves from cleaning a car hood to polishing the wheel with a slight zoom on the wheel.","[3, 2, 4, 1]",10441.009,Scene Cut
51GUPp,"The lever is squeezed to release air bubbles, then the cap is placed back on; the hand holds the cap above the brake lever, securing it with a screwdriver from above as fluid oozes out.","[4, 3, 2, 1]",5275.988,Scene Cut
vjMzTp,"The pole vaulter launches into the air, clearing the bar, as the camera pans right to focus on a photographer adjusting their camera.","[2, 1, 4, 3]",3401.9873,Scene Cut
C6cS5T,"A hair roller moves upward toward the hair as the camera zooms in slightly; then a knife exits the carpet scene, replaced by a securing tool entering from the right.","[3, 2, 4, 1]",4656.189,Scene Cut
TxeeWF,"A man applies a panel to the wall while a woman smooths it, then the scene shifts to two men painting a ceiling, followed by a close-up of textured wallpaper being rolled.","[3, 4, 1, 2]",2043.0677,Scene Cut
fc9Owu,"The man with the accordion smiles as the text about accordion lessons appears, then the snowboarder rises, rotating counter-clockwise, after launching off the slope.","[3, 1, 4, 2]",12358.71,Scene Cut
xDwnP1,"The tool smoothly transitions from a close-up to a wide shot as the person works on the ceiling, then the shingle is positioned downward over the flashing, centered around the pipe.","[3, 4, 2, 1]",5134.6147,Scene Cut
ue3jXm,"A paintball gun is aimed forward with a shot fired, then a bow is raised and drawn back as the archer prepares to release the arrow.","[3, 1, 2, 4]",3869.9766,Scene Cut
W1UnWM,"The hair transitions from a styled shoulder-length look to being stretched downward, revealing increased length, as the blow dryer exits the frame and the woman begins to section her hair.","[2, 4, 3, 1]",2918.3616,Scene Cut
kfQ7yd,"The performer approaches the audience before turning and moving away, while the camera zooms in on a woman knitting, gradually focusing solely on her face.","[3, 1, 4, 2]",4887.4165,Scene Cut
1yx2k0,"The cloth moves from the box to the shoe as polish is applied, then the box transitions from the man in the gray shirt to the other man's hands as they discuss and examine it closely.","[3, 1, 2, 4]",6565.8647,Scene Cut
1AyyPt,"A runner is interviewed inside a crowded bar, then transitions outside to a lively street where the camera follows him moving left to right past cheering supporters holding colorful signs.","[2, 4, 3, 1]",8125.641,Scene Cut
d54mCK,"The swimmer raises their arms to join them in front while performing a scissor kick, followed by the diver moving a tool from left to center as they approach and work on securing a cover on the pool floor.","[1, 2, 3, 4]",3696.6504,Scene Cut
H5D9KB,"The couple transitions from a close embrace to a dynamic pose with the woman extending her leg, then the female dancer moves away, rotating to showcase her back as the camera zooms out slightly.","[1, 4, 3, 2]",8841.661,Scene Cut
Hao1TO,"The camera shifts from a person applying wood finish to a close-up of painting tools and a can of wood stain, then the can exits the frame as the person continues applying the finish to a wooden surface.","[4, 1, 3, 2]",4567.0737,Scene Cut
BR8pbk,"The athlete adjusts their shoes and leaps over a bar, while the gymnast stands on the beam with raised arms and then dives headfirst, with the camera zooming in slightly.","[3, 4, 2, 1]",3597.667,Scene Cut
fpjva5,"The woman approaches and hangs from the pull-up bar, lifting her feet, while a person flips mid-air off a trampoline, moving left to right as the camera pans slightly left.","[4, 1, 2, 3]",5282.585,Scene Cut
tIZ9uZ,"The man on the left smiles and lifts his head as the other lowers his, while the camera slightly zooms out; then, a girl sits up from the ground as another girl sits beside her, with the camera steady.","[1, 2, 4, 3]",4194.094,Scene Cut
20i38I,"A person with a shovel talks to two others while another shovels snow nearby; then, another individual clears snow from the car's rear, moves to the side, and the camera zooms in on them brushing the back window.","[4, 3, 2, 1]",8452.44,Scene Cut
Z4niTv,"A person transitions from hanging on a bar to sitting on a blue spring rider, while nearby, a woman adjusts a slide, later replaced by a child climbing onto it.","[2, 1, 4, 3]",7755.721,Scene Cut
MeuJJA,"The worker kneels to place tiles as the camera pans left, then the scene transitions to a completed tiled floor, followed by a Welsh flag with a welcome message from Aberbear Construction.","[4, 1, 3, 2]",6492.742,Scene Cut
lb7Ahz,"A skateboard is adjusted in a close-up, then ridden down the street as the camera zooms out and pans right; the skateboarder shifts from center to left, gliding smoothly as the camera slightly pans right.","[1, 2, 3, 4]",6518.482,Scene Cut
uuXfbf,"The woman moves a cup on a saucer closer to her chest while gesturing with her left hand, then lowers the saucer and holds two separate cups at chest level.","[1, 2, 3, 4]",208.92188,Fine-grained
YAZuZW,"The waxing iron moves downward and forward along the ski as the camera zooms in, then metal pieces are centered on the table with a zoom-in, revealing the text ""Tack Weld Placement"" at the bottom.","[2, 1, 3, 4]",6893.754,Scene Cut
0lCD1I,"The performer moves to the back of the mat, approaching another person as the camera zooms in, then two players move towards the back wall, one shifting left and the other right, with the camera slightly zooming in.","[1, 4, 3, 2]",3430.6863,Scene Cut
1ahxun,"The camera pans left as a person approaches a group on the ice, then shifts to a man kneeling by a fishing pole, which remains centered as he exits left and text appears at the bottom.","[4, 1, 2, 3]",15580.655,Scene Cut
