id,sentence,shown_images,target
xwKs4E,"The group of girls begins to dance energetically, then moves closer to the instructor, who joyfully engages with them as they continue to dance together.","['xwKs4E_ham.jpg', 'xwKs4E_paw.jpg', 'xwKs4E_uiy.jpg', 'xwKs4E_ykb.jpg']","[4, 3, 2, 1]"
f8ER9G,"The athlete begins to throw the shot put, then moves into a focused stance, raises his arm for the final put, and finally prepares for the next attempt.","['f8ER9G_dnw.jpg', 'f8ER9G_kvq.jpg', 'f8ER9G_tav.jpg', 'f8ER9G_vbe.jpg']","[1, 3, 4, 2]"
uA8HZ7,"The lifter lowers the barbell to the ground with a rightward camera shift, then the diver leaps into the air, performing a flip as the camera zooms in on the action.","['uA8HZ7_zmg.jpg', 'uA8HZ7_vul.jpg', 'uA8HZ7_dov.jpg', 'uA8HZ7_uwx.jpg']","[2, 1, 3, 4]"
rHIqom,"The performers raise their arms and move right while carrying step platforms to exit the stage, then the group lowers their arms and shifts forward energetically as the camera zooms out in the studio.","['rHIqom_byq.jpg', 'rHIqom_dbs.jpg', 'rHIqom_wup.jpg', 'rHIqom_zyz.jpg']","[1, 4, 2, 3]"
GzLlaT,"The camera pans from the Hyatt Regency sign to a palm-lined walkway, then the windsurfer advances into deeper water, tilting the sail slightly left.","['GzLlaT_enb.jpg', 'GzLlaT_ghp.jpg', 'GzLlaT_haq.jpg', 'GzLlaT_ulf.jpg']","[1, 2, 3, 4]"
hyqeEx,"The worker applies sealant around the pipe, then positions a roofing shingle over the flashing, and finally secures it in place, ensuring a proper seal.","['hyqeEx_bxt.jpg', 'hyqeEx_edu.jpg', 'hyqeEx_hgc.jpg', 'hyqeEx_ryw.jpg']","[3, 2, 4, 1]"
4Va1l1, The woman lies down and the man puts a needle into her lip creating a piercing.,"['4Va1l1_fhe.jpg', '4Va1l1_ncy.jpg', '4Va1l1_yku.jpg', '4Va1l1_tds.jpg']","[3, 2, 4, 1]"
cqtDo2,"The windsurfer begins to lean forward, then raises the sail higher, followed by adjusting their grip as they navigate across the water, maintaining balance throughout.","['cqtDo2_ccb.jpg', 'cqtDo2_cdy.jpg', 'cqtDo2_dew.jpg', 'cqtDo2_wqo.jpg']","[1, 4, 2, 3]"
xoPHNw,"The hand moves the chain closer to the bike's rear wheel with a slight camera zoom, then the circular saw ascends the wall as the worker raises it higher during the cut.","['xoPHNw_dup.jpg', 'xoPHNw_mdt.jpg', 'xoPHNw_ozw.jpg', 'xoPHNw_vel.jpg']","[3, 2, 4, 1]"
qw4LCQ,"The video begins with a zoom on the athlete as the barbell lifts slightly off the ground, then transitions to an individual moving from standing to kneeling on a blue platform with a resistance band overhead.","['qw4LCQ_klv.jpg', 'qw4LCQ_nzj.jpg', 'qw4LCQ_icm.jpg', 'qw4LCQ_slf.jpg']","[3, 2, 1, 4]"
4Kh15g,"The hair transitions from unbraided to partially braided as hands weave the strands, then the camera pans from a side view to the back as the hair moves from twisted to rolled into a bun.","['4Kh15g_hxm.jpg', '4Kh15g_fyd.jpg', '4Kh15g_xtt.jpg', '4Kh15g_gci.jpg']","[3, 2, 1, 4]"
CEX1g1,A woman walks into frame playing with her hair and parting it behind her.,"['CEX1g1_okf.jpg', 'CEX1g1_src.jpg', 'CEX1g1_tdn.jpg', 'CEX1g1_vth.jpg']","[1, 2, 4, 3]"
CDnZXl,A woman is seen swinging an ax down on a log while another man watches on the side.,"['CDnZXl_xmt.jpg', 'CDnZXl_uuw.jpg', 'CDnZXl_elu.jpg', 'CDnZXl_agc.jpg']","[4, 3, 2, 1]"
ViFB1c, A man uses an electric drill to wind up the floor jack and lift the car tire off the ground.,"['ViFB1c_byr.jpg', 'ViFB1c_hsx.jpg', 'ViFB1c_miu.jpg', 'ViFB1c_wsd.jpg']","[4, 2, 3, 1]"
67kEnM,"The groomer moves left while trimming the dog's fur as it stands on the table; then, a man washes another standing dog, with no camera movement as he continues cleaning.","['67kEnM_xii.jpg', '67kEnM_hki.jpg', '67kEnM_hbr.jpg', '67kEnM_nqz.jpg']","[1, 3, 2, 4]"
R6Poxo,"Two children on bikes navigate the track, passing an orange cone, while a rider in yellow approaches another person, with the camera zooming in on their conversation.","['R6Poxo_vhv.jpg', 'R6Poxo_zke.jpg', 'R6Poxo_rva.jpg', 'R6Poxo_tri.jpg']","[1, 3, 2, 4]"
vi5LNJ," After that, they take off in motion in the water connected by a cord to a speed boat.","['vi5LNJ_ojn.jpg', 'vi5LNJ_wse.jpg', 'vi5LNJ_cov.jpg', 'vi5LNJ_pyl.jpg']","[1, 3, 2, 4]"
pWfglN,"The woman brushes her hair back into a ponytail, then the scene shifts to another person on the phone, with the camera zooming in on their arm for a close-up.","['pWfglN_bpg.jpg', 'pWfglN_shh.jpg', 'pWfglN_tpv.jpg', 'pWfglN_vnz.jpg']","[1, 3, 4, 2]"
qzL6iK,"A person stands up from kneeling by a car jack to focus on the tire, then the scene shifts to another person applying wood finish, transitioning to a close-up of painting supplies as the camera zooms out and pans slightly right.","['qzL6iK_hfa.jpg', 'qzL6iK_lfa.jpg', 'qzL6iK_qgc.jpg', 'qzL6iK_rdu.jpg']","[1, 2, 4, 3]"
zZldDV, She dismounts and lands on a mat next to the beam.,"['zZldDV_khr.jpg', 'zZldDV_aji.jpg', 'zZldDV_hzg.jpg', 'zZldDV_yxv.jpg']","[2, 3, 1, 4]"
FaNmWz,"The gloved hands adjust the lip piercing as the camera slightly zooms in, then a woman opens her mouth, extending her tongue outward as a hand with a tool approaches for examination.","['FaNmWz_zqz.jpg', 'FaNmWz_bff.jpg', 'FaNmWz_iwe.jpg', 'FaNmWz_mpk.jpg']","[3, 4, 1, 2]"
mU7idL, the woman then bungee jumps off the bridge.,"['mU7idL_faz.jpg', 'mU7idL_eyk.jpg', 'mU7idL_umd.jpg', 'mU7idL_dpi.jpg']","[2, 4, 1, 3]"
xFq9q4," An empty large clear bowl is shown and mayonnaise, ketchup, relish, worcesterchire sauce, and hot sauce get spooned into the bowl.","['xFq9q4_ebk.jpg', 'xFq9q4_nqi.jpg', 'xFq9q4_vpz.jpg', 'xFq9q4_dzb.jpg']","[3, 4, 1, 2]"
qOXPR3, The children chase the guy.,"['qOXPR3_dyi.jpg', 'qOXPR3_rut.jpg', 'qOXPR3_nzj.jpg', 'qOXPR3_jzb.jpg']","[4, 1, 2, 3]"
q3EEy4,A child is seen turning on a faucet and begins washes dishes in a sink.,"['q3EEy4_ywr.jpg', 'q3EEy4_ehy.jpg', 'q3EEy4_xee.jpg', 'q3EEy4_iuj.jpg']","[2, 1, 3, 4]"
XDQsZg, Another man in white and blue vaults and is successful.,"['XDQsZg_nou.jpg', 'XDQsZg_yoy.jpg', 'XDQsZg_mhf.jpg', 'XDQsZg_lad.jpg']","[1, 2, 3, 4]"
8oZheL, The girls break into three groups and the two on the sides kneel while the middle group squats.,"['8oZheL_aji.jpg', '8oZheL_jei.jpg', '8oZheL_tjg.jpg', '8oZheL_xvn.jpg']","[3, 1, 2, 4]"
P2lpcc,"The technician lowers the tire away from the wheel, then the scene shifts to a person securing a bike component before contact information text appears on a black background.","['P2lpcc_udw.jpg', 'P2lpcc_tqp.jpg', 'P2lpcc_zuo.jpg', 'P2lpcc_goi.jpg']","[4, 2, 1, 3]"
14IA4A,"The person on the water skis begins to lose balance and falls into the water, while the boat continues moving away, creating a splash. The scene then shifts to a distant view of the boat speeding across the lake.","['14IA4A_dur.jpg', '14IA4A_kls.jpg', '14IA4A_sqd.jpg', '14IA4A_uza.jpg']","[3, 4, 1, 2]"
o2AxsT,"The hula hoop descends as the camera zooms in on the woman's legs, then a person swings from a rock, receding downward into a distant view over the river.","['o2AxsT_oio.jpg', 'o2AxsT_vjw.jpg', 'o2AxsT_yqy.jpg', 'o2AxsT_vso.jpg']","[2, 3, 4, 1]"
7Aqx3P,"The athlete vaults over the bar and approaches the camera, then stands with raised arms before sitting on the ground as the camera pans slightly left.","['7Aqx3P_txg.jpg', '7Aqx3P_hmk.jpg', '7Aqx3P_wkp.jpg', '7Aqx3P_jqm.jpg']","[2, 4, 1, 3]"
Gqh90p,"Two children play in the backyard; one runs towards the slip n' slide, then climbs the slide and slides down onto the slip n' slide.","['Gqh90p_czu.jpg', 'Gqh90p_wyb.jpg', 'Gqh90p_epn.jpg', 'Gqh90p_vlx.jpg']","[2, 4, 1, 3]"
c2JPvG," Olive oil goes into the pan with the garlic, red pepper, parsley, white wine, basil, salt, and clam juice to simmer, and the clams are added to the mixture at the end.","['c2JPvG_oeg.jpg', 'c2JPvG_pqz.jpg', 'c2JPvG_myb.jpg', 'c2JPvG_wng.jpg']","[3, 1, 2, 4]"
EyfmBQ,"A child climbs a yellow slide and slides down a red slide with another child, then crawls away from the camera, reaches the netting, enters a colorful area, and stands at the base of a slide, looking upward.","['EyfmBQ_asf.jpg', 'EyfmBQ_pyw.jpg', 'EyfmBQ_wej.jpg', 'EyfmBQ_wnf.jpg']","[1, 2, 3, 4]"
YU8wxg,"A slanted tool moves downward toward the eye with a slight zoom, followed by another tool pressing upward against the skin with a closer zoom.","['YU8wxg_ayr.jpg', 'YU8wxg_dgz.jpg', 'YU8wxg_mrv.jpg', 'YU8wxg_nlp.jpg']","[1, 3, 4, 2]"
8ccghn,"A hand adjusts a foosball player and centers the ball before withdrawing, as a second player enters from the right, gripping the foosball rods, keeping the table as the central focus.","['8ccghn_bru.jpg', '8ccghn_dgr.jpg', '8ccghn_ndq.jpg', '8ccghn_wgn.jpg']","[4, 2, 3, 1]"
dMxY8n, The lady drops the barbell and smiles.,"['dMxY8n_hyv.jpg', 'dMxY8n_idh.jpg', 'dMxY8n_kzv.jpg', 'dMxY8n_pui.jpg']","[1, 2, 4, 3]"
tc07Yl,"The knife exits as jelly spreads across the cake, then a spatula spreads frosting on another cake, smoothing it flat, while a ruler and knife prepare to cut it into sections.","['tc07Yl_yab.jpg', 'tc07Yl_epq.jpg', 'tc07Yl_pxm.jpg', 'tc07Yl_lsh.jpg']","[2, 4, 3, 1]"
bTkrCn, She pours various liquids into a mixer and shakes the mixture all together.,"['bTkrCn_dim.jpg', 'bTkrCn_zxn.jpg', 'bTkrCn_ehl.jpg', 'bTkrCn_xqx.jpg']","[1, 3, 4, 2]"
yLwzs1,"A group of people walk holding inflatable boats and arrive to a lake, then the people sail in the lake.","['yLwzs1_elb.jpg', 'yLwzs1_kyr.jpg', 'yLwzs1_yjt.jpg', 'yLwzs1_lex.jpg']","[2, 3, 4, 1]"
PFxRRo,"The woman's hands rest on the keyboard keys, then she smiles at the camera before shifting her focus back to the keyboard, her hands moving onto the keys.","['PFxRRo_zgy.jpg', 'PFxRRo_jzr.jpg', 'PFxRRo_byw.jpg', 'PFxRRo_elb.jpg']","[1, 2, 4, 3]"
eWBQ0I, A group of kids in blue all run toward the center of the gym.,"['eWBQ0I_ihp.jpg', 'eWBQ0I_iuo.jpg', 'eWBQ0I_kpq.jpg', 'eWBQ0I_zlv.jpg']","[4, 1, 3, 2]"
EssfTM, She begins pushing the lawn mower along the yard.,"['EssfTM_dnw.jpg', 'EssfTM_cvd.jpg', 'EssfTM_alw.jpg', 'EssfTM_zzq.jpg']","[2, 3, 1, 4]"
aCl8w2, A girl in a pink shirt picks up the ball.,"['aCl8w2_edn.jpg', 'aCl8w2_ein.jpg', 'aCl8w2_ugd.jpg', 'aCl8w2_hyd.jpg']","[1, 2, 3, 4]"
7qGSpl, The lady add ice and three shots liquor to a glass.,"['7qGSpl_agl.jpg', '7qGSpl_jqp.jpg', '7qGSpl_spx.jpg', '7qGSpl_tor.jpg']","[3, 1, 4, 2]"
7sUZPq,Girls are going down a small red slide.,"['7sUZPq_hsd.jpg', '7sUZPq_mog.jpg', '7sUZPq_ngz.jpg', '7sUZPq_gpx.jpg']","[4, 2, 1, 3]"
XUPB3b,"The person slightly shifts right while holding a flute by the keyboard, then a hand moves downward strumming the guitar strings as the camera slightly zooms in.","['XUPB3b_jvd.jpg', 'XUPB3b_oog.jpg', 'XUPB3b_wwe.jpg', 'XUPB3b_yru.jpg']","[3, 1, 2, 4]"
9yBWna,"Next,a warning screen appears saying not to swim without goggles as the girl does the exact opposite.","['9yBWna_iph.jpg', '9yBWna_qzk.jpg', '9yBWna_yqk.jpg', '9yBWna_jys.jpg']","[4, 1, 3, 2]"
0cjzNP, The man walks around him casually and picks up a piece of one of the ingredients and eats it.,"['0cjzNP_snq.jpg', '0cjzNP_ttk.jpg', '0cjzNP_qjx.jpg', '0cjzNP_ftp.jpg']","[3, 2, 4, 1]"
qHqt0R, A girl in the back ground does a floor routine.,"['qHqt0R_pui.jpg', 'qHqt0R_rse.jpg', 'qHqt0R_lhl.jpg', 'qHqt0R_nfp.jpg']","[2, 1, 4, 3]"
rU3vR8, The man puts down his face guard and welds a spot on a piece of metal.,"['rU3vR8_cdz.jpg', 'rU3vR8_hkx.jpg', 'rU3vR8_ned.jpg', 'rU3vR8_hxn.jpg']","[2, 3, 1, 4]"
pGhF7L,"The child transitions from using a makeup brush to a brow brush near the eyebrow, then shifts from displaying a small object close-up to sitting at a table as the camera zooms out, revealing a room interior.","['pGhF7L_dgy.jpg', 'pGhF7L_tda.jpg', 'pGhF7L_wlf.jpg', 'pGhF7L_crj.jpg']","[4, 1, 2, 3]"
Y6RDsN,"The group steps onto platforms, spreading out into a synchronized routine, then the scene shifts to gymnasts practicing on equipment, and ends with a black screen displaying the text ""Transition and Major Releases.""","['Y6RDsN_alv.jpg', 'Y6RDsN_yfn.jpg', 'Y6RDsN_pmj.jpg', 'Y6RDsN_cnh.jpg']","[2, 4, 3, 1]"
wmNrr0,"The caulking gun begins to apply sealant to a surface, then the completed seal is shown, followed by another application near a pipe, and finally a closing message appears.","['wmNrr0_zcf.jpg', 'wmNrr0_qiv.jpg', 'wmNrr0_kcu.jpg', 'wmNrr0_kzc.jpg']","[4, 1, 3, 2]"
U7YPpg,"A coach hands a pole to a female athlete, transitioning to a male athlete holding it to jump; then, a gymnast confidently balances on the beam and walks steadily forward as the camera slightly pans left.","['U7YPpg_asj.jpg', 'U7YPpg_cui.jpg', 'U7YPpg_fzy.jpg', 'U7YPpg_mqa.jpg']","[1, 2, 3, 4]"
WdnjQ3,"The foot with a tattoo is shown, then a man with closed eyes appears, followed by him turning to face the camera, and finally, he gestures towards his face.","['WdnjQ3_iah.jpg', 'WdnjQ3_suj.jpg', 'WdnjQ3_vdj.jpg', 'WdnjQ3_wcc.jpg']","[2, 4, 1, 3]"
R5hnsP,"The red ribbons move downward as the man's arm lowers, then the resistance band stretches horizontally as the person kneels and rotates to the right.","['R5hnsP_sdy.jpg', 'R5hnsP_tbh.jpg', 'R5hnsP_tgn.jpg', 'R5hnsP_yih.jpg']","[3, 4, 2, 1]"
KFQrgN, 4 The race ends and the guys take their bikes.,"['KFQrgN_iyn.jpg', 'KFQrgN_dig.jpg', 'KFQrgN_ziy.jpg', 'KFQrgN_xer.jpg']","[2, 1, 4, 3]"
yt6ZZH, Then she does  twisted backs flip while landing securely back on the horse bar.,"['yt6ZZH_eyp.jpg', 'yt6ZZH_mrg.jpg', 'yt6ZZH_hxh.jpg', 'yt6ZZH_zps.jpg']","[3, 1, 2, 4]"
dOwZej, The girl jumps out of her tube and finds herself swimming in the water.,"['dOwZej_sae.jpg', 'dOwZej_hmo.jpg', 'dOwZej_srv.jpg', 'dOwZej_lsd.jpg']","[4, 2, 3, 1]"
dL6uCD,Three skiers are pictured on top of a mountain of a snow and they begin skiing.,"['dL6uCD_gsq.jpg', 'dL6uCD_vqe.jpg', 'dL6uCD_lii.jpg', 'dL6uCD_swm.jpg']","[4, 2, 3, 1]"
nAcsU4, They finish wrapping and taping the ball.,"['nAcsU4_csh.jpg', 'nAcsU4_jbl.jpg', 'nAcsU4_jkj.jpg', 'nAcsU4_ruw.jpg']","[2, 1, 4, 3]"
JSWbfC,"The bike transitions from upside-down to upright as the person adjusts it, then rotates counter-clockwise and moves forward towards the camera.","['JSWbfC_das.jpg', 'JSWbfC_grg.jpg', 'JSWbfC_uew.jpg', 'JSWbfC_xnc.jpg']","[1, 4, 3, 2]"
DdJ4OS, The man climbs onto the park equipment with the little girl.,"['DdJ4OS_sbb.jpg', 'DdJ4OS_dwt.jpg', 'DdJ4OS_pwh.jpg', 'DdJ4OS_ask.jpg']","[4, 2, 3, 1]"
g7gm6c," He applies the sheet and photos to the wall, creating a real life photography mural.","['g7gm6c_dyn.jpg', 'g7gm6c_eyo.jpg', 'g7gm6c_qbp.jpg', 'g7gm6c_uzy.jpg']","[4, 3, 1, 2]"
g6MM2L,"The hand pulls the lip back further to reveal the teeth, then moves away from the nails, leaving the tools on the towel.","['g6MM2L_rfd.jpg', 'g6MM2L_awb.jpg', 'g6MM2L_tla.jpg', 'g6MM2L_snb.jpg']","[3, 2, 4, 1]"
xXZgYc, The person is seen taking the laces off and running the shoes under water.,"['xXZgYc_zbt.jpg', 'xXZgYc_ghm.jpg', 'xXZgYc_hmq.jpg', 'xXZgYc_vqe.jpg']","[4, 3, 2, 1]"
xjaGSm, They pour the batter into bowls and add dye to them.,"['xjaGSm_emm.jpg', 'xjaGSm_oat.jpg', 'xjaGSm_pwa.jpg', 'xjaGSm_wff.jpg']","[4, 1, 3, 2]"
JCZ4HG, Several people crash into each other and fall down on the track.,"['JCZ4HG_iun.jpg', 'JCZ4HG_gor.jpg', 'JCZ4HG_hqn.jpg', 'JCZ4HG_lbu.jpg']","[3, 2, 1, 4]"
9opzg1,"The camera zooms in on a person's arm as they use the phone, then shifts to a woman's eye as a gloved hand enters from the left to apply makeup.","['9opzg1_xpq.jpg', '9opzg1_nyj.jpg', '9opzg1_all.jpg', '9opzg1_goz.jpg']","[1, 4, 2, 3]"
lGzkJ5,"The crew member pulls a line amidst splashing waves as the camera zooms in, then shifts down to reveal two buckets on the floor after the tool exits the scene.","['lGzkJ5_aqm.jpg', 'lGzkJ5_ddw.jpg', 'lGzkJ5_mgu.jpg', 'lGzkJ5_okh.jpg']","[1, 2, 3, 4]"
KpiIS7, He gets up and raises his hands up high in victory.,"['KpiIS7_dee.jpg', 'KpiIS7_hqy.jpg', 'KpiIS7_rnr.jpg', 'KpiIS7_tzx.jpg']","[1, 3, 4, 2]"
G0tz4c,"The performer begins to engage with the boy, then moves closer to him while speaking. They share a moment as the boy holds his flute, smiling back.","['G0tz4c_thm.jpg', 'G0tz4c_mjg.jpg', 'G0tz4c_poz.jpg', 'G0tz4c_min.jpg']","[3, 1, 2, 4]"
vka3PP, A little girl laughs as she speeds down the hill.,"['vka3PP_aue.jpg', 'vka3PP_ygd.jpg', 'vka3PP_nwb.jpg', 'vka3PP_rlv.jpg']","[2, 1, 4, 3]"
AZybbY,"The person in the wheelchair begins to put on a sock, then shifts to adjust their foot, while a small dog approaches and moves closer to them.","['AZybbY_kde.jpg', 'AZybbY_lpb.jpg', 'AZybbY_zio.jpg', 'AZybbY_pwy.jpg']","[2, 3, 1, 4]"
u6n5vK,"The instructor's hands lift a wood piece closer to the camera, shifting focus from students to demonstration, then a hand places a metal piece onto a wooden base as a tool approaches for scraping.","['u6n5vK_eqr.jpg', 'u6n5vK_may.jpg', 'u6n5vK_exi.jpg', 'u6n5vK_ava.jpg']","[2, 1, 4, 3]"
K86Ekc,"A person lowers an object over a platform edge as the camera tilts to reveal trees and a river, then another person jumps off a diving board, creating a splash in the pool while others watch from the side.","['K86Ekc_org.jpg', 'K86Ekc_vzi.jpg', 'K86Ekc_nkp.jpg', 'K86Ekc_sdx.jpg']","[2, 1, 4, 3]"
ELxyb0,"The presenter stands on the beach demonstrating camera equipment before a diver surfaces in the water; then the diver moves from a sunken ship to swimming through coral, with the camera closely following.","['ELxyb0_okc.jpg', 'ELxyb0_ovm.jpg', 'ELxyb0_bun.jpg', 'ELxyb0_hkg.jpg']","[3, 2, 4, 1]"
cAQykk,A boy puts freshly baked cookies on a cooling rack.,"['cAQykk_wmf.jpg', 'cAQykk_wrs.jpg', 'cAQykk_eno.jpg', 'cAQykk_cyb.jpg']","[2, 4, 3, 1]"
0xvabN,"The man brings the harmonica to his mouth, resuming play as the microphone stays in view, then the harmonica moves closer to the camera with his hands forming a cupped shape around it.","['0xvabN_atq.jpg', '0xvabN_gxo.jpg', '0xvabN_hun.jpg', '0xvabN_sde.jpg']","[4, 2, 1, 3]"
tyJLs4,"The person applies a protective covering to the drawer before painting its front, while a metal piece shifts from a hand to a wooden base as a tool approaches to scrape it.","['tyJLs4_ivi.jpg', 'tyJLs4_rgu.jpg', 'tyJLs4_sqw.jpg', 'tyJLs4_wnc.jpg']","[2, 4, 1, 3]"
AjvRGA,"The canoe rotates 180 degrees counterclockwise and moves away steadily across calm water, then the bow recedes as a paddle enters the frame, dipping into the lake.","['AjvRGA_juk.jpg', 'AjvRGA_jwa.jpg', 'AjvRGA_mzx.jpg', 'AjvRGA_ztc.jpg']","[4, 1, 3, 2]"
nCTV5A, One of the men starts to chase after a bull on his horse.,"['nCTV5A_lek.jpg', 'nCTV5A_gwe.jpg', 'nCTV5A_cls.jpg', 'nCTV5A_nok.jpg']","[2, 1, 3, 4]"
VFPUvy, She throws the cilantro into the mixing bowl.,"['VFPUvy_ucy.jpg', 'VFPUvy_fqu.jpg', 'VFPUvy_iqe.jpg', 'VFPUvy_skh.jpg']","[3, 2, 4, 1]"
CnHhwx, The person gradually throws more and more onto the wall and the camera pans over the finished product.,"['CnHhwx_etq.jpg', 'CnHhwx_hrl.jpg', 'CnHhwx_xeu.jpg', 'CnHhwx_qlb.jpg']","[3, 2, 4, 1]"
RN7UWb, When the welding stop the finished product reveals a strip has been welded onto the formerly bare spot and the welder tests it with a hard instrument.,"['RN7UWb_pgv.jpg', 'RN7UWb_urn.jpg', 'RN7UWb_uuc.jpg', 'RN7UWb_pej.jpg']","[1, 4, 3, 2]"
ZgnzAK, the man are passing through a river and keep walking on the plain.,"['ZgnzAK_cqy.jpg', 'ZgnzAK_age.jpg', 'ZgnzAK_fat.jpg', 'ZgnzAK_hsl.jpg']","[2, 1, 4, 3]"
NrjgIq,"The gymnast approaches the parallel bars, then performs a skill in mid-air, raises his arms in celebration, and finally moves away from the apparatus.","['NrjgIq_afy.jpg', 'NrjgIq_tnr.jpg', 'NrjgIq_wne.jpg', 'NrjgIq_yxl.jpg']","[2, 4, 1, 3]"
2nseuQ,"The hand begins to paint a curved line, then moves into forming the letters of the word ""Joyce,"" gradually adding more detail and finishing the design.","['2nseuQ_iev.jpg', '2nseuQ_esa.jpg', '2nseuQ_afz.jpg', '2nseuQ_bai.jpg']","[1, 4, 3, 2]"
vv8Nbl, They are put in a pan and covered with water.,"['vv8Nbl_azl.jpg', 'vv8Nbl_fwf.jpg', 'vv8Nbl_yvw.jpg', 'vv8Nbl_zcd.jpg']","[4, 1, 3, 2]"
LP1fnh,  The boy then walks the mower down a longer stretch of lawn near the corner across from a stop sign.,"['LP1fnh_bxx.jpg', 'LP1fnh_wqq.jpg', 'LP1fnh_hlz.jpg', 'LP1fnh_wre.jpg']","[2, 4, 3, 1]"
L0Zkos, He cuts some of the paper and takes the plastic part off of the back so that it is sticky and begins pressing the adhesive side down on the wall.,"['L0Zkos_apa.jpg', 'L0Zkos_fma.jpg', 'L0Zkos_npk.jpg', 'L0Zkos_qcz.jpg']","[1, 4, 2, 3]"
9QpWZG,A boy stands from the bottom of a slide and walk away.,"['9QpWZG_iec.jpg', '9QpWZG_luk.jpg', '9QpWZG_zhr.jpg', '9QpWZG_fgs.jpg']","[3, 1, 2, 4]"
mtfiWY, He puts an earring through the piercing and makes sure it's in place.,"['mtfiWY_ikd.jpg', 'mtfiWY_fnh.jpg', 'mtfiWY_wmv.jpg', 'mtfiWY_tgq.jpg']","[2, 1, 4, 3]"
AYR8Eh, When the boy is done hitting it an adult walks towards the pinata.,"['AYR8Eh_eak.jpg', 'AYR8Eh_tbh.jpg', 'AYR8Eh_vdk.jpg', 'AYR8Eh_kdl.jpg']","[4, 1, 3, 2]"
aSJ5XR, The man disassembles and repairs the bicycle.,"['aSJ5XR_kas.jpg', 'aSJ5XR_vmz.jpg', 'aSJ5XR_cep.jpg', 'aSJ5XR_vdc.jpg']","[3, 1, 4, 2]"
mLFKb7,"A woman holding a mug enters from the right, partially obscuring the view of the Christmas tree as another continues decorating; then, a person at a table transitions from unwrapping a gift to wrapping another with focused movements.","['mLFKb7_jca.jpg', 'mLFKb7_tlk.jpg', 'mLFKb7_qrm.jpg', 'mLFKb7_ppp.jpg']","[2, 3, 1, 4]"
Ss5Eg4,"The man lowers the trimmer and moves his hand away from his face, then leans forward towards the mirror to adjust his facial hair while examining his reflection.","['Ss5Eg4_dzy.jpg', 'Ss5Eg4_gag.jpg', 'Ss5Eg4_lsk.jpg', 'Ss5Eg4_qpb.jpg']","[1, 2, 3, 4]"
